sample_id,defense,detection_threshold,accepted_after_attack,is_attack_detected,n_squeezers_detected,max_sim_diff,risk_score_add,lr_sim_original,lr_sim_squeezed,lr_sim_diff,lr_detected,cd_sim_original,cd_sim_squeezed,cd_sim_diff,cd_detected,mf_sim_original,mf_sim_squeezed,mf_sim_diff,mf_detected,defense_time_sec
vf_41c6973c03e0,feature_squeezing,0.05,True,True,1,0.33432049,10,0.48298448,0.148664,0.33432049,True,0.48298448,0.43728891,0.04569557,False,0.48298448,0.45380095,0.02918354,False,0.420625
vf_9acfe905916e,feature_squeezing,0.05,True,True,1,0.10377702,10,0.52045453,0.4166775,0.10377702,True,0.52045453,0.49238187,0.02807266,False,0.52045453,0.51694393,0.00351059,False,0.486619
vf_2f6130d35090,feature_squeezing,0.05,True,True,2,0.15466997,20,0.57751894,0.42284897,0.15466997,True,0.57751894,0.54157817,0.03594077,False,0.57751894,0.50733894,0.07018,True,0.426367
vf_03b510d57c63,feature_squeezing,0.05,True,True,1,0.42579487,10,0.6847592,0.25896433,0.42579487,True,0.6847592,0.66834176,0.01641744,False,0.6847592,0.6359185,0.0488407,False,0.429616
vf_46e08db5e071,feature_squeezing,0.05,True,True,2,0.15210739,20,0.51011944,0.35801205,0.15210739,True,0.51011944,0.50017565,0.00994378,False,0.51011944,0.45738703,0.05273241,True,0.483885
vf_f26efc3bb6c7,feature_squeezing,0.05,True,True,1,0.28151703,10,0.55842996,0.27691293,0.28151703,True,0.55842996,0.53775316,0.02067679,False,0.55842996,0.5214923,0.03693765,False,0.433002
vf_e671675ac227,feature_squeezing,0.05,True,True,2,0.36445346,20,0.49051306,0.12605959,0.36445346,True,0.49051306,0.46131635,0.02919671,False,0.49051306,0.41701412,0.07349893,True,0.373268
vf_97fa354afcb4,feature_squeezing,0.05,True,True,3,0.16465062,30,0.57887578,0.41422516,0.16465062,True,0.57887578,0.51770741,0.06116837,True,0.57887578,0.50662619,0.07224959,True,0.355872
vf_bc1ed0750229,feature_squeezing,0.05,True,True,1,0.14363861,10,0.50937778,0.36573917,0.14363861,True,0.50937778,0.47424564,0.03513214,False,0.50937778,0.46508551,0.04429227,False,0.351863
vf_e275ab08155c,feature_squeezing,0.05,True,True,3,0.13849717,30,0.49607688,0.35757971,0.13849717,True,0.49607688,0.40850589,0.087571,True,0.49607688,0.4458923,0.05018458,True,0.352982
vf_68193fc82496,feature_squeezing,0.05,True,True,3,0.45729627,30,0.53568834,0.07839207,0.45729627,True,0.53568834,0.48282748,0.05286086,True,0.53568834,0.46204215,0.07364619,True,0.368977
vf_fd2dc09a4922,feature_squeezing,0.05,True,True,1,0.24745455,10,0.50137103,0.25391647,0.24745455,True,0.50137103,0.4683125,0.03305852,False,0.50137103,0.47349682,0.0278742,False,0.37051
vf_5ceb016afb70,feature_squeezing,0.05,True,True,3,0.66869217,30,0.48819858,-0.18049359,0.66869217,True,0.48819858,0.43172747,0.05647111,True,0.48819858,0.41687223,0.07132635,True,0.362954
vf_1fe2e3fe83ec,feature_squeezing,0.05,True,True,2,0.31146631,20,0.65094602,0.33947971,0.31146631,True,0.65094602,0.62080228,0.03014374,False,0.65094602,0.59051627,0.06042975,True,0.378194
vf_72324ad0e227,feature_squeezing,0.05,True,True,3,0.52476491,30,0.49328721,-0.0314777,0.52476491,True,0.49328721,0.43743974,0.05584747,True,0.49328721,0.35701403,0.13627318,True,0.366528
vf_3f32d29a8cee,feature_squeezing,0.05,True,True,1,0.15560824,10,0.50621539,0.35060716,0.15560824,True,0.50621539,0.48611334,0.02010205,False,0.50621539,0.47759542,0.02861997,False,0.351917
vf_07ec11b48deb,feature_squeezing,0.05,True,True,3,0.28836557,30,0.48058242,0.19221684,0.28836557,True,0.48058242,0.42803532,0.0525471,True,0.48058242,0.40926784,0.07131457,True,0.486612
vf_e612aaf13640,feature_squeezing,0.05,False,True,2,0.70609306,20,0.46986148,-0.23623158,0.70609306,True,0.46986148,0.44697773,0.02288374,False,0.46986148,0.37483346,0.09502801,True,0.377396
vf_41614476c16e,feature_squeezing,0.05,False,True,2,0.25680083,20,0.47257304,0.21577221,0.25680083,True,0.47257304,0.43940794,0.0331651,False,0.47257304,0.42235565,0.05021739,True,0.350425
vf_9d4939f90db1,feature_squeezing,0.05,True,True,2,0.39494282,20,0.76164943,0.36670661,0.39494282,True,0.76164943,0.7264781,0.03517133,False,0.76164943,0.70352721,0.05812222,True,0.355497
vf_3bb8e110c38d,feature_squeezing,0.05,False,True,2,0.50875023,20,0.45437643,-0.0543738,0.50875023,True,0.45437643,0.42344347,0.03093296,False,0.45437643,0.39961725,0.05475917,True,0.351897
vf_67de95f8645a,feature_squeezing,0.05,True,True,1,0.27174965,10,0.54405886,0.27230921,0.27174965,True,0.54405886,0.53280902,0.01124984,False,0.54405886,0.50797123,0.03608763,False,0.352251
vf_7678ec274d7c,feature_squeezing,0.05,True,True,1,0.51979236,10,0.58916825,0.06937589,0.51979236,True,0.58916825,0.5469358,0.04223245,False,0.58916825,0.54567099,0.04349726,False,0.350604
vf_77929c8ec426,feature_squeezing,0.05,True,True,1,0.2723133,10,0.62700939,0.35469609,0.2723133,True,0.62700939,0.59430856,0.03270084,False,0.62700939,0.58351916,0.04349023,False,0.389802
vf_2e9c27c13851,feature_squeezing,0.05,False,True,2,0.43803627,20,0.46530131,0.02726503,0.43803627,True,0.46530131,0.41935304,0.04594827,False,0.46530131,0.38654891,0.0787524,True,0.417849
vf_5a94edcabb77,feature_squeezing,0.05,True,True,3,0.88239096,30,0.85273051,-0.02966045,0.88239096,True,0.85273051,0.80112946,0.05160105,True,0.85273051,0.7807731,0.07195741,True,0.344831
vf_52d06780daa5,feature_squeezing,0.05,True,True,3,0.45226144,30,0.57500362,0.12274218,0.45226144,True,0.57500362,0.50666392,0.06833971,True,0.57500362,0.49840629,0.07659733,True,0.359975
vf_a68bec247b5f,feature_squeezing,0.05,True,True,2,0.41190626,20,0.51708746,0.1051812,0.41190626,True,0.51708746,0.46745074,0.04963672,False,0.51708746,0.4372527,0.07983476,True,0.422059
vf_b2db9c409315,feature_squeezing,0.05,True,True,2,0.45289925,20,0.61280626,0.15990701,0.45289925,True,0.61280626,0.56507868,0.04772758,False,0.61280626,0.55887616,0.0539301,True,0.354715
vf_d4a4986c9b43,feature_squeezing,0.05,True,True,2,0.30768614,20,0.49036503,0.18267889,0.30768614,True,0.49036503,0.42399824,0.06636679,True,0.49036503,0.44116193,0.0492031,False,0.37667
vf_48af2e6e91f3,feature_squeezing,0.05,True,True,2,0.34293896,20,0.61002445,0.26708549,0.34293896,True,0.61002445,0.57008636,0.03993809,False,0.61002445,0.55670226,0.0533222,True,0.34775
vf_1a4a35393e20,feature_squeezing,0.05,True,True,2,0.32247248,20,0.64751679,0.3250443,0.32247248,True,0.64751679,0.58241886,0.06509793,True,0.64751679,0.60513532,0.04238147,False,0.374111
vf_69175dbfa8d3,feature_squeezing,0.05,True,True,2,0.3296819,20,0.63731933,0.30763742,0.3296819,True,0.63731933,0.58823574,0.04908359,False,0.63731933,0.5695163,0.06780303,True,0.377062
vf_c81119d6f007,feature_squeezing,0.05,True,True,3,0.3824876,30,0.59527409,0.2127865,0.3824876,True,0.59527409,0.53965968,0.05561441,True,0.59527409,0.53876871,0.05650538,True,0.342279
vf_498718c6771b,feature_squeezing,0.05,True,True,3,0.38770199,30,0.53963292,0.15193093,0.38770199,True,0.53963292,0.48733208,0.05230084,True,0.53963292,0.48864463,0.05098829,True,0.344442
vf_e107de7de7da,feature_squeezing,0.05,True,True,2,0.43170354,20,0.59028733,0.15858379,0.43170354,True,0.59028733,0.54775447,0.04253286,False,0.59028733,0.49926713,0.0910202,True,0.35973
vf_a23252c49cc4,feature_squeezing,0.05,True,True,1,0.19124106,10,0.54455751,0.35331646,0.19124106,True,0.54455751,0.52474618,0.01981133,False,0.54455751,0.50096738,0.04359013,False,0.465767
vf_2c466f39d332,feature_squeezing,0.05,True,True,2,0.47737728,20,0.56392252,0.08654524,0.47737728,True,0.56392252,0.5236066,0.04031593,False,0.56392252,0.50244099,0.06148154,True,0.377501
vf_f57c19c5dea3,feature_squeezing,0.05,False,True,2,0.22253513,20,0.47401795,0.25148281,0.22253513,True,0.47401795,0.44272411,0.03129384,False,0.47401795,0.41077286,0.06324509,True,0.370001
vf_a8e2b921c5b6,feature_squeezing,0.05,False,True,2,0.09083679,20,0.43004632,0.35563487,0.07441145,True,0.43004632,0.40000737,0.03003895,False,0.43004632,0.33920953,0.09083679,True,0.381053
vf_13a12934ff67,feature_squeezing,0.05,False,True,2,0.35801101,20,0.45301235,0.09500134,0.35801101,True,0.45301235,0.42232358,0.03068876,False,0.45301235,0.39708161,0.05593073,True,0.351659
vf_5820ea90f485,feature_squeezing,0.05,False,True,2,0.50169808,20,0.39753827,-0.10415981,0.50169808,True,0.39753827,0.34833297,0.0492053,False,0.39753827,0.31914222,0.07839605,True,0.389302
vf_2930b537e255,feature_squeezing,0.05,True,True,2,0.26034981,20,0.5750457,0.31469589,0.26034981,True,0.5750457,0.55333948,0.02170622,False,0.5750457,0.49479881,0.0802469,True,0.375071
vf_eb469b686ce7,feature_squeezing,0.05,False,True,3,0.43118336,30,0.46973717,0.03855381,0.43118336,True,0.46973717,0.41555688,0.05418029,True,0.46973717,0.41089612,0.05884105,True,0.37061
vf_02078c82c5db,feature_squeezing,0.05,True,True,2,0.4152379,20,0.71012312,0.29488522,0.4152379,True,0.71012312,0.66646028,0.04366285,False,0.71012312,0.63644695,0.07367617,True,0.35577
vf_81ae781b218a,feature_squeezing,0.05,False,True,3,0.39818406,30,0.44783095,0.04964688,0.39818406,True,0.44783095,0.39079675,0.05703419,True,0.44783095,0.38216493,0.06566602,True,0.342249
vf_c3984b058a86,feature_squeezing,0.05,False,True,2,0.24842758,20,0.35777718,0.1093496,0.24842758,True,0.35777718,0.32344681,0.03433037,False,0.35777718,0.23629346,0.12148371,True,0.429031
vf_3f651fc8ba9f,feature_squeezing,0.05,True,True,2,0.39351094,20,0.70092881,0.30741787,0.39351094,True,0.70092881,0.66726631,0.0336625,False,0.70092881,0.6341337,0.06679511,True,0.36346
vf_5e27ff52cbc6,feature_squeezing,0.05,True,True,1,0.48727253,10,0.66758567,0.18031314,0.48727253,True,0.66758567,0.63505191,0.03253376,False,0.66758567,0.62986863,0.03771704,False,0.346216
vf_9ace921f0225,feature_squeezing,0.05,True,True,1,0.45079082,10,0.59128428,0.14049345,0.45079082,True,0.59128428,0.54342765,0.04785663,False,0.59128428,0.54784799,0.04343629,False,0.369627
vf_30e8c64b814c,feature_squeezing,0.05,True,True,3,0.28280199,30,0.62246752,0.33966553,0.28280199,True,0.62246752,0.55319059,0.06927693,True,0.62246752,0.54606056,0.07640696,True,0.348315
vf_32404cabc23c,feature_squeezing,0.05,True,True,1,0.50184037,10,0.74971253,0.24787216,0.50184037,True,0.74971253,0.70958567,0.04012686,False,0.74971253,0.71376979,0.03594273,False,0.348892
vf_53d46e8db10e,feature_squeezing,0.05,True,True,3,0.17296711,30,0.48609057,0.31312346,0.17296711,True,0.48609057,0.43018278,0.05590779,True,0.48609057,0.43031153,0.05577904,True,0.36339
vf_d694167e9725,feature_squeezing,0.05,False,True,1,0.1353631,10,0.44271356,0.30735046,0.1353631,True,0.44271356,0.39485559,0.04785797,False,0.44271356,0.41367373,0.02903983,False,0.351622
vf_07cf156bd5b2,feature_squeezing,0.05,True,True,1,0.40304741,10,0.76901895,0.36597154,0.40304741,True,0.76901895,0.73141193,0.03760701,False,0.76901895,0.72072613,0.04829282,False,0.36388
vf_88daab4b79fc,feature_squeezing,0.05,False,True,2,0.37527438,20,0.42918509,0.05391072,0.37527438,True,0.42918509,0.36668798,0.06249711,True,0.42918509,0.38087204,0.04831305,False,0.362343
vf_3c0c901eb282,feature_squeezing,0.05,True,True,1,0.55758253,10,0.69724667,0.13966414,0.55758253,True,0.69724667,0.65368611,0.04356056,False,0.69724667,0.66487443,0.03237224,False,0.352065
vf_27aca419b7af,feature_squeezing,0.05,True,True,3,0.3773239,30,0.70048028,0.32315639,0.3773239,True,0.70048028,0.64544642,0.05503386,True,0.70048028,0.63518053,0.06529975,True,0.348002
vf_a282ca20f9db,feature_squeezing,0.05,True,True,3,0.30378547,30,0.5338518,0.23006633,0.30378547,True,0.5338518,0.47724551,0.05660629,True,0.5338518,0.45169115,0.08216065,True,0.361809
vf_5161d764390e,feature_squeezing,0.05,False,True,3,0.332668,30,0.40393558,0.07126758,0.332668,True,0.40393558,0.34715378,0.0567818,True,0.40393558,0.31450009,0.08943549,True,0.344824
vf_b7984d7baebe,feature_squeezing,0.05,True,True,2,0.32599604,20,0.65716189,0.33116585,0.32599604,True,0.65716189,0.5967651,0.06039679,True,0.65716189,0.61926031,0.03790158,False,0.36193
vf_517bc045f993,feature_squeezing,0.05,True,True,3,0.35676898,30,0.53772897,0.18095998,0.35676898,True,0.53772897,0.45054543,0.08718354,True,0.53772897,0.4823291,0.05539986,True,0.375427
vf_7115de04e344,feature_squeezing,0.05,True,True,2,0.44557072,20,0.64312524,0.19755451,0.44557072,True,0.64312524,0.61483014,0.0282951,False,0.64312524,0.57745707,0.06566817,True,0.376458
vf_11499d8bd2f2,feature_squeezing,0.05,False,True,2,0.37403726,20,0.42546353,0.05142627,0.37403726,True,0.42546353,0.38649759,0.03896594,False,0.42546353,0.3698239,0.05563962,True,0.354251
vf_0c740ed362fa,feature_squeezing,0.05,True,True,2,0.22533458,20,0.66029459,0.43496001,0.22533458,True,0.66029459,0.60626978,0.05402482,True,0.66029459,0.62673008,0.03356451,False,0.363794
vf_da425b64a666,feature_squeezing,0.05,True,True,2,0.26096442,20,0.54449701,0.28353259,0.26096442,True,0.54449701,0.51069605,0.03380096,False,0.54449701,0.47401595,0.07048106,True,0.347587
vf_7234807594c7,feature_squeezing,0.05,True,True,1,0.40639263,10,0.57966363,0.173271,0.40639263,True,0.57966363,0.54250878,0.03715485,False,0.57966363,0.53767443,0.04198921,False,0.37697
vf_5e55848a9327,feature_squeezing,0.05,True,True,1,0.18916827,10,0.62548357,0.4363153,0.18916827,True,0.62548357,0.58365852,0.04182506,False,0.62548357,0.60623908,0.01924449,False,0.371685
vf_bc6f07cdfb64,feature_squeezing,0.05,True,True,2,0.25365713,20,0.7214722,0.46781507,0.25365713,True,0.7214722,0.67353535,0.04793686,False,0.7214722,0.63781315,0.08365905,True,0.364318
vf_c881dcaacc5c,feature_squeezing,0.05,True,True,2,0.52184647,20,0.80284739,0.28100091,0.52184647,True,0.80284739,0.78056735,0.02228004,False,0.80284739,0.74876678,0.05408061,True,0.35297
vf_7067569a1052,feature_squeezing,0.05,True,True,2,0.24202237,20,0.62827718,0.38625482,0.24202237,True,0.62827718,0.60378724,0.02448994,False,0.62827718,0.5728209,0.05545628,True,0.357986
vf_6f5a7ccd035b,feature_squeezing,0.05,False,True,2,0.36992713,20,0.45193756,0.08201043,0.36992713,True,0.45193756,0.41894263,0.03299493,False,0.45193756,0.39790189,0.05403566,True,0.364838
vf_69347058fea9,feature_squeezing,0.05,True,True,2,0.39855927,20,0.66382629,0.26526701,0.39855927,True,0.66382629,0.63099027,0.03283602,False,0.66382629,0.61285716,0.05096912,True,0.348534
vf_7adbcba2f659,feature_squeezing,0.05,True,True,2,0.4849055,20,0.60974216,0.12483666,0.4849055,True,0.60974216,0.58570367,0.02403849,False,0.60974216,0.53162217,0.07811999,True,0.36212
vf_813b582996b0,feature_squeezing,0.05,True,True,3,0.27160332,30,0.72140396,0.44980064,0.27160332,True,0.72140396,0.64760751,0.07379645,True,0.72140396,0.65810895,0.06329501,True,0.370777
vf_6b0e24ee0c42,feature_squeezing,0.05,True,True,2,0.24240682,20,0.62422049,0.38181368,0.24240682,True,0.62422049,0.57611668,0.04810381,False,0.62422049,0.5691967,0.05502379,True,0.361383
vf_2b633530dc06,feature_squeezing,0.05,True,True,3,0.25238329,30,0.64781165,0.39542836,0.25238329,True,0.64781165,0.55822247,0.08958918,True,0.64781165,0.58152366,0.06628799,True,0.36807
vf_5f9215622b13,feature_squeezing,0.05,True,True,3,0.5343763,30,0.48630953,-0.04806677,0.5343763,True,0.48630953,0.41790983,0.0683997,True,0.48630953,0.42855337,0.05775616,True,0.363185
vf_b17c86a3ea19,feature_squeezing,0.05,True,True,3,0.25394601,30,0.50978082,0.25583482,0.25394601,True,0.50978082,0.4384391,0.07134172,True,0.50978082,0.45117408,0.05860674,True,0.369233
vf_f1d0486172a0,feature_squeezing,0.05,True,True,3,0.59905714,30,0.68940109,0.09034395,0.59905714,True,0.68940109,0.6228205,0.06658059,True,0.68940109,0.61916757,0.07023352,True,0.371673
vf_5fefae7baf11,feature_squeezing,0.05,True,True,1,0.30275622,10,0.58810425,0.28534803,0.30275622,True,0.58810425,0.55689478,0.03120947,False,0.58810425,0.55288297,0.03522128,False,0.366876
vf_6929e956eb55,feature_squeezing,0.05,False,True,2,0.2117005,20,0.40261775,0.19091725,0.2117005,True,0.40261775,0.3578082,0.04480955,False,0.40261775,0.34308034,0.05953741,True,0.350825
vf_d6bbc36eb3a1,feature_squeezing,0.05,True,True,2,0.79856884,20,0.62649572,-0.17207313,0.79856884,True,0.62649572,0.60353202,0.0229637,False,0.62649572,0.54804832,0.0784474,True,0.431484
vf_e57b102395f1,feature_squeezing,0.05,True,True,3,0.48671078,30,0.542292,0.05558122,0.48671078,True,0.542292,0.45040393,0.09188807,True,0.542292,0.47762483,0.06466717,True,0.35194
vf_6de98ee3f79f,feature_squeezing,0.05,True,True,2,0.22426236,20,0.48942947,0.26516712,0.22426236,True,0.48942947,0.42827529,0.06115419,True,0.48942947,0.45230213,0.03712735,False,0.377458
vf_2322685d98ee,feature_squeezing,0.05,True,True,2,0.43363317,20,0.48146623,0.04783306,0.43363317,True,0.48146623,0.40990222,0.07156402,True,0.48146623,0.43600592,0.04546031,False,0.384407
vf_706e2b75254c,feature_squeezing,0.05,True,True,2,0.41706783,20,0.78762037,0.37055254,0.41706783,True,0.78762037,0.74831247,0.03930789,False,0.78762037,0.71948922,0.06813115,True,0.367502
vf_27cbdaa2d10a,feature_squeezing,0.05,False,True,2,0.30143362,20,0.4388282,0.13739458,0.30143362,True,0.4388282,0.41222775,0.02660045,False,0.4388282,0.34852734,0.09030086,True,0.36875
vf_34c04a49a43f,feature_squeezing,0.05,True,True,3,0.65885162,30,0.62508571,-0.03376591,0.65885162,True,0.62508571,0.55588037,0.06920534,True,0.62508571,0.48509941,0.13998631,True,0.348963
vf_8fd0ba6d5a59,feature_squeezing,0.05,True,True,1,0.20174006,10,0.58670843,0.38496837,0.20174006,True,0.58670843,0.55523783,0.0314706,False,0.58670843,0.54986268,0.03684574,False,0.357736
vf_6a63f157f962,feature_squeezing,0.05,True,True,3,0.41813447,30,0.6222719,0.20413743,0.41813447,True,0.6222719,0.56345934,0.05881256,True,0.6222719,0.53898495,0.08328694,True,0.392906
vf_fc3d91e52d0c,feature_squeezing,0.05,True,True,2,0.83382787,20,0.60694122,-0.22688664,0.83382787,True,0.60694122,0.5630393,0.04390192,False,0.60694122,0.51860535,0.08833587,True,0.367918
vf_c5ad29a93239,feature_squeezing,0.05,True,True,2,0.52403341,20,0.4919723,-0.03206111,0.52403341,True,0.4919723,0.44352925,0.04844305,False,0.4919723,0.42528456,0.06668773,True,0.364147
vf_fb9fc409e7cd,feature_squeezing,0.05,True,True,1,0.20383352,10,0.52741891,0.32358539,0.20383352,True,0.52741891,0.51268548,0.01473343,False,0.52741891,0.47852656,0.04889235,False,0.352185
vf_6be53278bc7b,feature_squeezing,0.05,False,True,3,0.26305322,30,0.4424099,0.17935668,0.26305322,True,0.4424099,0.35638112,0.08602878,True,0.4424099,0.32819468,0.11421522,True,0.346373
vf_0e5d5858de2b,feature_squeezing,0.05,True,True,1,0.46193264,10,0.51396734,0.05203469,0.46193264,True,0.51396734,0.48881245,0.02515489,False,0.51396734,0.47460806,0.03935927,False,0.334259
vf_93abc506fb23,feature_squeezing,0.05,True,True,2,0.36537504,20,0.61170793,0.24633288,0.36537504,True,0.61170793,0.57990885,0.03179908,False,0.61170793,0.55001509,0.06169283,True,0.37137
vf_fac2e7818510,feature_squeezing,0.05,True,True,2,0.47452423,20,0.85301054,0.37848631,0.47452423,True,0.85301054,0.82247365,0.03053689,False,0.85301054,0.787009,0.06600153,True,0.348924
vf_13d5d3fae321,feature_squeezing,0.05,True,True,3,0.6209763,30,0.57804531,-0.04293099,0.6209763,True,0.57804531,0.52201599,0.05602932,True,0.57804531,0.50820625,0.06983906,True,0.356346
vf_34d3aacf6835,feature_squeezing,0.05,True,True,2,0.39782137,20,0.69334275,0.29552138,0.39782137,True,0.69334275,0.67475021,0.01859254,False,0.69334275,0.61833119,0.07501155,True,0.357116
